Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium
3.0,3,3,2.0,7.0,1,1,0,0,1,0,0,1,0,0,1,0,0
4.0,5,3,3.6,10.0,2,0,0,1,0,0,0,0,1,0,0,1,0
3.0,1,3,3.0,5.0,3,0,0,0,0,0,1,0,1,0,0,1,0
4.0,5,3,5.0,7.0,1,1,0,0,1,0,0,0,0,1,0,0,1
4.0,5,3,3.6,9.0,1,1,0,1,0,0,0,0,0,1,0,0,1
3.0,4,1,2.0,7.0,1,1,0,0,1,0,0,0,0,1,0,0,1
5.0,4,2,3.0,4.0,3,0,0,0,0,0,1,1,0,0,0,1,0
4.0,3,2,2.0,7.0,1,1,0,1,0,0,0,0,0,1,0,1,0
3.0,4,3,3.6,7.0,3,0,0,1,0,0,0,0,0,1,0,0,1
5.0,5,2,6.0,7.0,1,1,0,0,1,0,0,0,0,1,0,1,0
3.0,1,3,3.0,7.0,2,1,0,0,0,0,1,0,0,1,0,0,1
4.0,3,3,6.0,7.0,1,1,0,0,0,0,1,0,0,1,0,0,1
4.0,3,3,5.0,2.0,1,1,0,0,0,0,1,0,0,1,0,1,0
5.0,3,3,3.0,9.0,3,1,0,0,0,0,1,0,0,1,0,1,0
3.0,1,2,3.6,5.0,2,1,1,0,0,0,0,0,0,1,0,0,1
3.0,3,2,5.0,7.0,1,1,0,0,1,0,0,0,0,1,0,0,1
5.0,5,2,2.0,7.0,1,1,1,0,0,0,0,1,0,0,1,0,0
3.0,3,2,3.0,7.0,2,1,0,0,1,0,0,0,0,1,0,0,1
5.0,1,3,3.6,7.0,1,0,0,0,0,0,1,0,0,1,0,1,0
4.0,2,3,5.0,7.0,1,0,0,0,0,0,1,0,0,1,0,1,0
4.0,3,3,5.0,7.0,2,1,0,1,0,0,0,0,0,1,0,0,1
5.0,4,2,3.0,7.0,1,1,0,0,0,1,0,0,0,1,0,1,0
4.0,2,3,4.0,7.0,3,0,0,0,0,0,1,0,0,1,0,1,0
3.0,3,2,3.6,9.0,2,0,0,0,1,0,0,0,1,0,0,1,0
4.0,2,2,2.0,7.0,2,1,0,1,0,0,0,0,0,1,0,0,1
4.0,3,1,3.0,7.0,1,1,0,0,1,0,0,0,1,0,0,1,0
4.0,5,1,5.0,3.0,2,1,1,0,0,0,0,1,0,0,0,0,1
3.0,4,2,2.0,7.0,1,1,0,0,0,0,1,0,0,1,0,0,1
4.0,2,3,3.6,4.0,3,0,0,0,1,0,0,0,0,1,0,0,1
3.0,5,1,3.0,7.0,1,1,0,0,0,1,0,0,0,1,0,1,0
6.0,1,3,4.0,7.0,1,1,0,0,0,1,0,0,0,1,0,1,0
5.0,2,3,5.0,2.0,1,1,0,0,0,1,0,0,0,1,0,1,0
4.0,1,1,4.0,10.0,2,0,0,0,1,0,0,0,0,1,0,0,1
3.0,5,3,4.0,3.0,3,1,0,0,0,0,1,0,0,1,0,1,0
3.0,3,2,3.0,7.0,3,1,0,0,1,0,0,0,0,1,0,1,0
5.0,5,1,4.0,9.0,3,0,0,0,0,0,1,0,0,1,1,0,0
4.0,1,2,3.6,7.0,2,0,0,0,0,1,0,0,0,1,0,1,0
4.0,2,3,4.0,9.0,3,0,0,0,0,0,1,0,1,0,0,0,1
4.0,2,3,4.0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,1
4.0,1,2,6.0,7.0,3,0,0,1,0,0,0,0,0,1,0,0,1
3.0,2,1,3.0,7.0,1,1,0,0,0,1,0,0,0,1,0,1,0
3.0,1,3,2.0,60.0,1,1,0,0,0,0,1,0,0,1,1,0,0
3.0,2,2,2.0,7.0,2,1,1,0,0,0,0,0,0,1,0,1,0
4.0,3,3,3.0,7.0,3,1,0,0,0,1,0,1,0,0,0,0,1
4.0,4,2,3.0,10.0,3,0,0,0,0,1,0,0,0,1,1,0,0
3.0,3,3,2.0,5.0,2,1,0,1,0,0,0,1,0,0,0,0,1
4.0,1,3,2.0,7.0,1,1,0,1,0,0,0,0,0,1,0,1,0
3.0,2,2,5.0,7.0,3,0,0,0,0,0,1,0,0,1,0,0,1
4.0,3,3,2.0,45.0,1,1,1,0,0,0,0,0,0,1,0,1,0
4.0,1,2,3.6,3.0,3,1,1,0,0,0,0,0,1,0,0,0,1
4.0,1,3,3.6,7.0,2,0,0,0,0,1,0,0,1,0,0,1,0
3.0,2,3,3.0,22.0,1,1,0,0,0,0,1,0,0,1,0,1,0
3.0,2,1,4.0,21.0,1,1,0,0,0,1,0,0,0,1,0,0,1
5.0,4,3,6.0,6.0,1,1,0,0,1,0,0,0,0,1,0,0,1
5.0,4,3,3.0,46.0,1,1,1,0,0,0,0,1,0,0,0,1,0
4.0,3,3,10.0,7.0,2,1,0,0,0,0,1,0,0,1,0,0,1
4.0,1,3,2.0,7.0,1,1,0,1,0,0,0,0,0,1,0,0,1
6.0,5,3,2.0,7.0,2,0,0,0,0,1,0,0,0,1,0,1,0
4.0,5,3,6.0,7.0,1,1,0,0,0,0,1,0,0,1,0,1,0
4.0,5,3,3.0,7.0,3,1,1,0,0,0,0,0,1,0,0,0,1
4.0,4,2,3.0,7.0,2,1,0,0,0,0,1,0,0,1,0,0,1
4.0,5,3,5.0,3.0,1,1,1,0,0,0,0,0,0,1,0,1,0
4.0,1,3,3.6,5.0,1,1,0,1,0,0,0,0,0,1,0,1,0
4.0,2,3,3.0,7.0,3,1,0,0,0,1,0,0,0,1,0,1,0
3.0,3,2,3.0,7.0,3,0,0,0,1,0,0,0,1,0,0,0,1
3.0,1,3,4.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,1
4.0,5,3,3.0,2.0,1,1,0,0,1,0,0,0,0,1,0,1,0
3.0,2,2,3.0,4.0,1,1,1,0,0,0,0,0,0,1,0,1,0
3.0,2,1,2.0,7.0,1,1,0,0,0,0,1,1,0,0,0,1,0
4.0,3,1,5.0,3.0,2,0,1,0,0,0,0,0,0,1,0,1,0
4.0,4,3,4.0,7.0,3,0,1,0,0,0,0,0,0,1,0,1,0
4.0,5,3,2.0,59.0,1,1,0,0,0,0,1,1,0,0,0,1,0
3.0,2,2,3.6,7.0,1,1,0,0,0,1,0,0,0,1,0,1,0
4.0,2,3,8.0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,1
4.0,4,3,3.6,6.0,1,0,0,0,1,0,0,0,0,1,0,0,1
3.0,4,3,4.0,7.0,2,0,0,0,0,0,1,0,0,1,0,1,0
4.0,4,1,2.0,7.0,2,1,0,0,1,0,0,1,0,0,1,0,0
2.0,2,3,4.0,7.0,3,0,0,1,0,0,0,0,0,1,0,0,1
4.0,4,3,6.0,7.0,1,0,1,0,0,0,0,0,0,1,0,1,0
6.0,4,3,6.0,7.0,1,1,0,0,0,1,0,0,0,1,0,1,0
3.0,4,2,3.6,7.0,1,0,0,0,0,1,0,0,1,0,0,0,1
4.0,4,3,3.6,7.0,1,0,0,0,0,0,1,0,0,1,0,0,1
3.0,3,1,3.6,7.0,3,1,0,0,0,0,1,0,0,1,0,0,1
4.0,2,3,4.0,7.0,3,1,0,1,0,0,0,0,0,1,0,0,1
5.0,2,2,3.0,7.0,3,0,1,0,0,0,0,0,0,1,0,1,0
4.0,3,3,3.6,3.0,1,0,0,0,0,0,1,0,0,1,0,1,0
5.0,1,3,5.0,7.0,1,0,1,0,0,0,0,0,0,1,0,0,1
3.0,5,2,2.0,7.0,1,1,1,0,0,0,0,0,0,1,0,1,0
6.0,2,3,4.0,10.0,1,0,0,0,0,1,0,0,0,1,0,1,0
4.0,2,1,8.0,7.0,1,1,1,0,0,0,0,0,1,0,0,1,0
6.0,3,3,6.0,7.0,2,1,0,0,0,0,1,0,0,1,1,0,0
3.0,2,3,3.6,8.0,1,0,0,1,0,0,0,0,0,1,0,1,0
6.0,1,3,5.0,26.0,1,1,0,0,0,1,0,0,0,1,0,0,1
4.0,5,2,4.0,28.0,1,1,0,0,1,0,0,1,0,0,0,0,1
4.0,4,2,2.0,1.0,2,0,0,0,1,0,0,0,0,1,0,1,0
4.0,3,2,3.0,7.0,1,1,0,0,0,0,1,0,1,0,0,1,0
5.0,1,3,2.0,7.0,3,0,1,0,0,0,0,0,1,0,0,1,0
3.0,1,2,3.6,42.0,1,1,0,0,1,0,0,0,0,1,0,0,1
4.0,3,2,7.0,7.0,1,1,0,0,1,0,0,0,0,1,0,0,1
5.0,4,3,5.0,7.0,1,1,0,1,0,0,0,0,0,1,1,0,0
3.0,2,1,5.0,7.0,1,0,0,0,1,0,0,0,0,1,0,1,0
7.0,3,3,3.6,7.0,1,0,0,0,0,1,0,0,0,1,0,0,1
4.0,1,2,3.0,7.0,2,0,1,0,0,0,0,0,0,1,0,0,1
3.0,4,2,3.6,7.0,3,1,0,0,0,0,1,0,0,1,0,0,1
3.0,2,2,2.0,7.0,2,0,0,0,0,0,1,0,0,1,1,0,0
4.0,5,2,5.0,7.0,2,0,1,0,0,0,0,0,0,1,0,1,0
6.0,5,2,3.0,7.0,2,0,0,0,1,0,0,0,0,1,0,1,0
4.0,3,3,3.0,10.0,3,1,1,0,0,0,0,0,0,1,0,1,0
4.0,2,1,3.6,7.0,2,1,0,0,0,1,0,0,0,1,0,1,0
4.0,4,1,2.0,7.0,1,1,0,0,0,1,0,0,0,1,0,1,0
3.0,5,3,3.0,3.0,2,0,0,0,0,1,0,0,0,1,0,0,1
3.0,3,3,3.0,8.0,2,1,1,0,0,0,0,0,0,1,0,1,0
4.0,4,3,6.0,10.0,1,1,0,0,1,0,0,0,0,1,0,1,0
7.0,3,3,4.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1
5.0,2,3,5.0,7.0,1,1,0,0,0,0,1,0,1,0,0,1,0
4.0,1,1,3.0,7.0,3,0,0,0,1,0,0,0,0,1,0,1,0
6.0,3,2,5.0,64.0,1,1,1,0,0,0,0,0,0,1,0,0,1
4.0,4,3,4.0,7.0,1,1,0,0,0,1,0,0,1,0,0,1,0
5.0,4,2,3.0,7.0,3,1,0,0,0,0,1,0,1,0,0,1,0
4.0,1,2,2.0,4.0,3,1,1,0,0,0,0,0,0,1,0,1,0
4.0,2,3,3.0,7.0,2,1,0,0,0,1,0,0,1,0,0,0,1
4.0,3,1,3.6,6.0,2,1,1,0,0,0,0,0,0,1,0,1,0
4.0,1,3,2.0,10.0,2,1,0,0,1,0,0,0,0,1,0,1,0
4.0,4,3,6.0,7.0,1,1,0,0,0,0,1,0,1,0,0,1,0
4.0,5,3,5.0,2.0,1,0,0,1,0,0,0,0,0,1,0,1,0
3.0,3,2,3.6,9.0,2,0,0,0,0,1,0,0,0,1,0,1,0
4.0,3,2,3.0,7.0,2,0,0,0,0,1,0,0,0,1,1,0,0
4.0,1,3,3.6,7.0,1,0,0,0,0,0,1,0,0,1,0,1,0
3.0,5,2,4.0,7.0,1,1,0,1,0,0,0,0,0,1,0,1,0
4.0,4,3,4.0,2.0,1,1,0,0,0,1,0,0,0,1,0,0,1
4.0,5,3,2.0,7.0,3,1,0,0,0,0,1,0,0,1,0,1,0
3.0,1,3,3.0,7.0,3,1,1,0,0,0,0,0,1,0,0,1,0
4.0,5,3,5.0,7.0,1,1,0,0,0,0,1,0,0,1,0,0,1
3.0,1,3,3.0,35.0,1,1,0,1,0,0,0,0,0,1,0,0,1
4.0,3,3,5.0,10.0,1,1,0,0,0,0,1,1,0,0,0,0,1
4.0,4,3,2.0,7.0,3,0,1,0,0,0,0,0,0,1,0,0,1
4.0,1,3,3.6,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1
4.0,1,3,6.0,7.0,1,1,0,0,0,1,0,1,0,0,0,1,0
5.0,5,3,2.0,10.0,3,0,1,0,0,0,0,0,0,1,0,1,0
4.0,1,1,2.0,7.0,1,1,0,0,0,0,1,0,0,1,0,1,0
4.0,5,2,2.0,7.0,3,1,0,0,0,0,1,0,0,1,1,0,0
3.0,5,1,3.0,7.0,3,1,0,1,0,0,0,1,0,0,0,0,1
3.0,4,2,3.6,7.0,2,0,1,0,0,0,0,1,0,0,0,1,0
5.0,3,3,4.0,7.0,2,0,0,0,0,0,1,0,0,1,0,1,0
3.0,3,2,4.0,17.0,1,1,0,1,0,0,0,0,0,1,0,0,1
4.0,1,3,3.6,3.0,1,0,0,1,0,0,0,0,1,0,0,0,1
2.0,1,2,4.0,7.0,1,1,0,0,1,0,0,0,0,1,0,1,0
4.0,3,3,3.0,7.0,2,0,0,0,0,1,0,0,0,1,0,0,1
4.0,5,2,4.0,4.0,2,0,1,0,0,0,0,0,0,1,0,0,1
6.0,2,3,3.0,7.0,2,0,0,0,0,1,0,0,1,0,0,1,0
4.0,1,1,3.6,9.0,2,1,0,1,0,0,0,1,0,0,0,0,1
3.0,5,2,3.0,47.0,1,1,0,0,1,0,0,0,0,1,0,1,0
5.0,1,3,3.0,5.0,2,1,0,0,0,0,1,0,0,1,1,0,0
4.0,1,3,2.0,7.0,1,1,0,0,0,0,1,1,0,0,0,1,0
3.0,2,2,3.0,7.0,2,1,0,1,0,0,0,0,0,1,0,0,1
4.0,5,3,4.0,7.0,1,1,0,1,0,0,0,0,0,1,0,1,0
3.0,1,3,3.0,52.0,1,1,0,0,0,1,0,0,0,1,0,0,1
4.0,2,2,7.0,7.0,1,1,0,0,0,0,1,1,0,0,0,0,1
4.0,1,2,4.0,3.0,3,1,0,0,0,0,1,0,0,1,0,0,1
3.0,2,3,3.0,7.0,3,0,0,1,0,0,0,0,0,1,1,0,0
4.0,4,3,2.0,2.0,1,1,0,0,0,1,0,0,0,1,1,0,0
5.0,4,3,5.0,1.0,1,1,0,1,0,0,0,1,0,0,0,1,0
4.0,5,3,3.6,7.0,1,1,0,1,0,0,0,1,0,0,0,0,1
3.0,5,3,3.0,7.0,2,0,0,1,0,0,0,0,0,1,1,0,0
5.0,2,3,5.0,10.0,1,0,0,0,0,0,1,0,0,1,0,1,0
4.0,5,3,3.0,5.0,2,0,0,1,0,0,0,1,0,0,0,0,1
3.0,3,1,2.0,7.0,1,1,0,0,0,1,0,0,0,1,0,0,1
4.0,3,3,2.0,2.0,2,0,0,1,0,0,0,0,0,1,0,0,1
5.0,4,2,2.0,7.0,2,1,1,0,0,0,0,0,0,1,1,0,0
5.0,4,1,2.0,7.0,1,1,0,0,0,1,0,1,0,0,0,1,0
4.0,4,1,2.0,19.0,1,1,1,0,0,0,0,0,0,1,0,0,1
5.0,5,2,2.0,7.0,1,1,1,0,0,0,0,0,0,1,1,0,0
4.0,4,2,4.0,16.0,1,1,1,0,0,0,0,0,1,0,0,0,1
4.0,4,3,2.0,9.0,1,0,0,0,0,0,1,0,0,1,0,1,0
4.0,3,3,4.0,7.0,2,0,0,0,0,0,1,0,1,0,0,1,0
3.0,2,3,2.0,7.0,3,0,0,0,0,1,0,1,0,0,0,0,1
6.0,2,3,5.0,7.0,1,0,0,0,0,0,1,0,0,1,0,1,0
4.0,2,2,3.0,40.0,1,1,0,0,1,0,0,0,0,1,0,1,0
4.0,5,3,3.6,4.0,3,1,0,0,0,0,1,0,0,1,0,0,1
6.0,4,3,4.0,8.0,1,1,0,1,0,0,0,0,1,0,0,0,1
4.0,3,3,5.0,37.0,1,1,0,0,0,0,1,0,0,1,0,1,0
5.0,2,1,3.6,7.0,1,1,0,0,0,0,1,0,0,1,1,0,0
3.0,4,3,3.0,1.0,3,0,0,1,0,0,0,0,1,0,0,0,1
4.0,5,2,3.0,7.0,3,1,0,0,1,0,0,0,0,1,0,0,1
6.0,1,2,3.0,7.0,2,0,0,0,0,1,0,1,0,0,0,0,1
5.0,3,2,3.0,7.0,3,1,0,0,0,0,1,0,0,1,0,0,1
3.0,3,2,3.0,3.0,3,0,0,0,0,0,1,0,0,1,0,1,0
3.0,1,3,4.0,7.0,2,1,0,1,0,0,0,0,0,1,0,1,0
3.0,1,1,3.6,1.0,3,0,0,0,0,1,0,0,1,0,0,0,1
6.0,4,3,4.0,1.0,1,1,0,0,0,0,1,0,0,1,0,1,0
4.0,5,2,6.0,7.0,2,1,0,0,0,0,1,0,0,1,0,0,1
5.0,2,2,2.0,29.0,1,1,1,0,0,0,0,0,1,0,0,0,1
3.0,1,2,3.0,4.0,3,0,0,0,1,0,0,0,0,1,0,0,1
5.0,1,3,5.0,7.0,1,1,0,0,1,0,0,1,0,0,0,1,0
4.0,5,1,3.0,2.0,3,0,0,1,0,0,0,1,0,0,0,0,1
5.0,5,3,3.6,5.0,3,0,1,0,0,0,0,0,0,1,1,0,0
4.0,2,2,3.0,3.0,1,1,0,0,0,0,1,0,0,1,0,1,0
4.0,4,3,2.0,7.0,2,1,0,0,0,0,1,0,0,1,0,0,1
3.0,3,3,4.0,7.0,3,0,0,0,0,1,0,0,0,1,0,0,1
5.0,5,3,3.0,62.0,1,1,0,0,1,0,0,0,0,1,0,0,1
4.0,4,3,3.0,34.0,1,1,0,0,0,0,1,0,0,1,0,1,0
4.0,5,2,3.0,10.0,1,1,0,0,0,0,1,0,0,1,0,1,0
3.0,2,2,2.0,61.0,1,1,0,1,0,0,0,1,0,0,0,0,1
3.0,5,3,8.0,50.0,1,1,1,0,0,0,0,1,0,0,1,0,0
4.0,2,3,5.0,7.0,1,1,1,0,0,0,0,0,0,1,0,1,0
4.0,3,2,2.0,39.0,1,1,0,1,0,0,0,0,0,1,0,0,1
4.0,2,3,5.0,6.0,1,1,0,1,0,0,0,0,0,1,0,0,1
4.0,2,3,3.0,7.0,2,0,0,1,0,0,0,1,0,0,1,0,0
3.0,1,2,3.6,7.0,3,1,1,0,0,0,0,0,0,1,0,0,1
4.0,5,2,3.6,7.0,2,1,1,0,0,0,0,0,0,1,0,1,0
2.0,1,1,3.0,7.0,2,1,0,0,0,1,0,0,0,1,0,1,0
4.0,4,2,3.0,7.0,2,0,0,1,0,0,0,0,1,0,0,1,0
6.0,4,3,4.0,7.0,1,0,0,0,0,0,1,0,1,0,0,1,0
3.0,1,3,10.0,7.0,2,0,0,0,0,1,0,1,0,0,0,0,1
3.0,3,2,4.0,17.0,1,1,0,0,0,1,0,1,0,0,0,0,1
3.0,4,2,3.0,57.0,1,1,1,0,0,0,0,0,0,1,1,0,0
5.0,1,1,2.0,7.0,1,1,0,1,0,0,0,0,1,0,1,0,0
4.0,1,3,6.0,7.0,1,0,0,0,0,0,1,0,0,1,0,0,1
4.0,5,3,5.0,2.0,1,0,0,0,1,0,0,1,0,0,0,1,0
6.0,3,3,3.6,8.0,1,0,0,0,1,0,0,0,0,1,0,0,1
4.0,5,2,5.0,2.0,3,0,1,0,0,0,0,1,0,0,0,1,0
5.0,4,3,6.0,7.0,1,1,0,0,1,0,0,0,0,1,0,1,0
4.0,5,2,3.0,7.0,2,0,0,0,0,0,1,0,0,1,0,1,0
7.0,1,3,4.0,7.0,1,1,0,0,1,0,0,0,0,1,0,1,0
4.0,4,3,3.0,7.0,2,1,0,1,0,0,0,0,0,1,0,1,0
7.0,1,3,4.0,2.0,1,1,0,0,0,1,0,1,0,0,0,1,0
3.0,3,1,3.0,2.0,3,0,0,0,0,1,0,0,0,1,0,0,1
5.0,3,3,6.0,8.0,1,0,0,0,0,0,1,0,0,1,0,1,0
6.0,3,3,4.0,5.0,1,0,0,0,0,1,0,0,0,1,0,0,1
4.0,4,2,4.0,7.0,3,1,0,0,0,0,1,1,0,0,0,1,0
5.0,4,3,3.0,4.0,3,1,0,0,0,0,1,1,0,0,0,1,0
4.0,1,2,10.0,7.0,3,1,0,0,0,0,1,0,0,1,0,0,1
4.0,1,3,3.0,49.0,1,1,0,0,0,1,0,0,0,1,0,0,1
3.0,2,2,3.0,3.0,1,1,0,1,0,0,0,0,0,1,0,0,1
5.0,3,3,5.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,1
2.0,1,1,4.0,53.0,1,1,0,0,0,0,1,0,1,0,0,1,0
4.0,2,2,3.0,58.0,1,1,0,0,0,1,0,0,0,1,0,1,0
4.0,1,1,3.0,56.0,1,1,0,0,0,0,1,0,0,1,0,1,0
5.0,4,3,4.0,7.0,3,0,0,0,0,1,0,0,0,1,0,1,0
3.0,3,3,2.0,2.0,2,1,0,0,1,0,0,0,0,1,1,0,0
4.0,2,3,5.0,3.0,1,1,0,0,1,0,0,0,0,1,0,1,0
7.0,4,3,4.0,6.0,1,0,0,1,0,0,0,0,0,1,0,1,0
4.0,3,2,3.6,7.0,1,1,0,0,0,0,1,0,0,1,0,0,1
3.0,3,3,3.0,7.0,2,0,0,0,1,0,0,0,0,1,0,1,0
3.0,3,1,3.6,7.0,2,0,0,1,0,0,0,0,0,1,0,1,0
3.0,4,2,2.0,7.0,2,0,0,0,1,0,0,0,0,1,1,0,0
3.0,1,2,3.0,49.0,1,1,0,0,0,0,1,0,0,1,0,0,1
3.0,4,3,3.0,7.0,3,1,0,0,1,0,0,0,0,1,0,1,0
3.0,4,3,3.6,7.0,1,1,1,0,0,0,0,0,0,1,0,1,0
3.0,4,3,2.0,7.0,3,0,1,0,0,0,0,0,1,0,0,1,0
4.0,5,3,2.0,7.0,1,1,1,0,0,0,0,0,0,1,0,1,0
5.0,3,3,4.0,1.0,1,1,0,1,0,0,0,1,0,0,0,0,1
5.0,5,3,6.0,4.0,1,1,1,0,0,0,0,1,0,0,0,1,0
4.0,4,1,2.0,7.0,1,1,0,0,0,0,1,0,0,1,0,1,0
4.0,1,1,4.0,7.0,1,1,0,0,0,1,0,0,0,1,0,0,1
4.0,2,2,3.0,7.0,2,0,0,1,0,0,0,0,1,0,0,1,0
3.0,2,3,2.0,7.0,1,1,0,0,0,0,1,1,0,0,0,1,0
4.0,2,3,2.0,16.0,1,1,1,0,0,0,0,0,0,1,0,0,1
4.0,1,2,3.6,29.0,1,1,0,0,0,0,1,0,1,0,0,0,1
5.0,3,3,5.0,7.0,1,1,0,0,0,0,1,0,0,1,0,1,0
6.0,2,2,2.0,7.0,3,0,0,1,0,0,0,1,0,0,0,0,1
2.0,5,2,5.0,9.0,3,0,0,0,0,1,0,0,0,1,0,0,1
3.0,3,3,3.0,7.0,3,1,1,0,0,0,0,0,1,0,0,1,0
3.0,3,2,3.0,5.0,3,0,0,1,0,0,0,0,0,1,0,0,1
5.0,2,3,6.0,6.0,1,0,0,0,0,1,0,0,1,0,0,1,0
4.0,3,3,10.0,8.0,2,0,0,0,1,0,0,0,0,1,0,0,1
4.0,5,3,2.0,7.0,1,1,1,0,0,0,0,0,0,1,0,1,0
4.0,3,2,4.0,2.0,3,0,0,1,0,0,0,0,1,0,0,1,0
4.0,1,3,2.0,7.0,3,1,0,0,0,1,0,0,0,1,0,1,0
3.0,2,2,2.0,7.0,3,0,0,0,1,0,0,0,0,1,0,1,0
5.0,5,2,3.6,2.0,2,0,0,1,0,0,0,1,0,0,0,1,0
3.0,2,3,2.0,7.0,2,0,0,1,0,0,0,0,0,1,0,0,1
4.0,4,2,3.0,7.0,1,1,0,0,0,0,1,1,0,0,0,1,0
4.0,5,2,3.6,7.0,3,0,0,0,1,0,0,0,0,1,0,0,1
5.0,4,3,5.0,5.0,1,1,0,0,0,1,0,0,0,1,0,1,0
4.0,5,2,3.0,7.0,3,1,0,0,0,0,1,0,1,0,1,0,0
4.0,5,1,3.0,23.0,1,1,1,0,0,0,0,0,0,1,0,0,1
4.0,3,2,5.0,2.0,3,1,0,0,1,0,0,1,0,0,0,1,0
3.0,1,3,3.0,7.0,1,1,0,0,1,0,0,0,0,1,0,1,0
5.0,3,1,3.0,43.0,1,1,0,0,0,1,0,0,0,1,0,1,0
5.0,1,3,2.0,7.0,3,1,0,1,0,0,0,0,1,0,0,1,0
3.0,3,2,4.0,7.0,1,1,0,1,0,0,0,1,0,0,0,0,1
4.0,2,2,3.0,7.0,2,0,0,0,1,0,0,0,0,1,1,0,0
3.0,2,3,2.0,9.0,3,1,0,1,0,0,0,1,0,0,0,1,0
5.0,4,3,6.0,7.0,2,1,0,0,0,1,0,0,0,1,0,0,1
5.0,2,3,3.6,7.0,2,1,0,0,1,0,0,0,0,1,0,1,0
3.0,1,2,2.0,7.0,1,1,0,0,0,0,1,0,0,1,1,0,0
3.0,3,3,3.0,7.0,2,1,0,0,1,0,0,0,0,1,0,1,0
5.0,2,3,6.0,5.0,1,1,0,0,0,1,0,0,0,1,0,1,0
3.0,4,3,4.0,7.0,3,0,1,0,0,0,0,0,0,1,0,1,0
5.0,3,3,3.0,7.0,1,1,0,0,0,0,1,0,1,0,0,1,0
3.0,4,3,4.0,43.0,1,1,0,0,0,1,0,0,0,1,0,0,1
3.0,1,2,3.6,7.0,1,1,1,0,0,0,0,0,0,1,0,1,0
3.0,3,2,2.0,7.0,2,0,0,1,0,0,0,0,1,0,0,0,1
4.0,2,2,3.0,5.0,2,1,0,1,0,0,0,0,0,1,0,0,1
4.0,2,2,2.0,7.0,3,0,0,0,0,0,1,0,0,1,1,0,0
3.0,1,1,2.0,7.0,3,0,1,0,0,0,0,0,0,1,0,0,1
2.0,5,2,4.0,7.0,1,1,0,0,1,0,0,0,0,1,0,0,1
3.0,4,3,4.0,8.0,2,0,0,0,1,0,0,0,1,0,0,0,1
2.0,2,2,3.0,35.0,1,1,0,1,0,0,0,0,1,0,0,0,1
4.0,5,2,3.6,7.0,1,1,0,0,0,0,1,0,0,1,0,1,0
3.0,1,2,5.0,7.0,2,1,1,0,0,0,0,1,0,0,0,1,0
4.0,2,2,2.0,9.0,3,0,0,0,0,0,1,0,1,0,0,0,1
4.0,3,2,2.0,7.0,3,1,0,0,1,0,0,0,0,1,0,0,1
2.0,5,3,2.0,3.0,2,0,1,0,0,0,0,0,0,1,1,0,0
2.0,2,2,2.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1
4.0,5,3,3.6,7.0,3,0,0,0,0,1,0,0,0,1,0,1,0
5.0,2,3,3.0,9.0,3,0,0,0,1,0,0,0,0,1,0,1,0
4.0,5,3,3.6,13.0,1,1,0,0,0,0,1,0,0,1,0,0,1
6.0,4,3,2.0,7.0,1,0,0,0,0,0,1,0,1,0,0,1,0
4.0,2,3,3.0,7.0,3,0,0,0,0,0,1,1,0,0,0,1,0
4.0,1,2,6.0,7.0,2,0,1,0,0,0,0,0,1,0,0,1,0
4.0,5,3,2.0,7.0,1,1,0,1,0,0,0,1,0,0,1,0,0
3.0,2,2,4.0,7.0,1,1,1,0,0,0,0,0,1,0,0,0,1
4.0,5,2,2.0,7.0,1,1,0,1,0,0,0,1,0,0,0,0,1
4.0,1,2,3.0,2.0,1,1,0,0,1,0,0,0,0,1,0,1,0
3.0,1,1,3.0,6.0,2,1,0,0,0,0,1,0,0,1,0,1,0
5.0,1,3,2.0,1.0,3,1,0,0,0,0,1,1,0,0,0,0,1
3.0,1,3,2.0,7.0,3,0,0,0,0,0,1,0,0,1,0,1,0
4.0,3,1,2.0,9.0,2,0,0,0,0,0,1,0,0,1,0,0,1
6.0,1,3,4.0,7.0,1,0,0,0,0,0,1,0,1,0,0,1,0
3.0,1,1,2.0,47.0,1,1,0,0,0,0,1,0,0,1,0,1,0
6.0,4,3,4.0,3.0,1,0,0,0,0,0,1,0,0,1,0,0,1
4.0,1,3,7.0,50.0,1,1,0,0,0,0,1,0,0,1,0,1,0
4.0,3,2,3.0,7.0,1,1,0,0,0,0,1,0,0,1,0,1,0
4.0,2,2,4.0,7.0,1,1,0,0,0,0,1,0,0,1,0,1,0
4.0,4,3,3.0,7.0,2,0,1,0,0,0,0,0,0,1,1,0,0
4.0,4,3,3.0,7.0,2,0,0,0,0,0,1,0,1,0,0,0,1
